ID,Specialty,Subcategory,Topic,Subtopic,Search_Term_1,Search_Term_2,Search_Term_3,Search_Term_4,Image_Types,AMC_Relevance,Priority,Folder_Path
741,Psychiatry,Medication Side Effects,Movement Disorders,Tardive Dyskinesia,tardive dyskinesia clinical photo,tardive dyskinesia video,antipsychotic movement disorder,orofacial dyskinesia,"clinical_photo, video",4,MEDIUM,psychiatry/medication_side_effects/movement_disorders/tardive_dyskinesia
742,Psychiatry,Medication Side Effects,Movement Disorders,Parkinsonism Drug Induced,drug-induced parkinsonism,antipsychotic parkinsonism clinical,extrapyramidal side effects,medication-induced tremor,"clinical_photo, video",4,MEDIUM,psychiatry/medication_side_effects/movement_disorders/parkinsonism_drug_induced
743,Psychiatry,Medication Side Effects,Movement Disorders,Acute Dystonia,acute dystonia clinical photo,antipsychotic dystonia,oculogyric crisis photo,dystonic reaction imaging,clinical_photo,4,MEDIUM,psychiatry/medication_side_effects/movement_disorders/acute_dystonia
744,Psychiatry,Medication Side Effects,Metabolic Complications,Antipsychotic Metabolic Syndrome,antipsychotic weight gain photo,metabolic syndrome psychiatry,atypical antipsychotic complications,clozapine weight gain,clinical_photo,3,MEDIUM,psychiatry/medication_side_effects/metabolic_complications/antipsychotic_metabolic_syndrome
745,Psychiatry,Electroconvulsive Therapy,Ect Complications,Ect Related Imaging,ECT brain changes MRI,electroconvulsive therapy imaging,ECT memory changes brain,ECT hippocampal changes,MRI,2,MEDIUM,psychiatry/electroconvulsive_therapy/ect_complications/ect_related_imaging
746,Psychiatry,Sleep Disorders,Sleep Study Findings,Obstructive Sleep Apnoea,obstructive sleep apnoea polysomnography,OSA sleep study,sleep apnoea imaging,polysomnogram OSA,polysomnography,4,MEDIUM,psychiatry/sleep_disorders/sleep_study_findings/obstructive_sleep_apnoea
747,Psychiatry,Sleep Disorders,Sleep Study Findings,Narcolepsy,narcolepsy sleep study,MSLT narcolepsy,REM sleep onset narcolepsy,polysomnography narcolepsy,polysomnography,3,MEDIUM,psychiatry/sleep_disorders/sleep_study_findings/narcolepsy
748,Psychiatry,Autism Developmental Disorders,Autism Spectrum,Autism Brain Imaging,autism spectrum MRI brain,ASD neuroimaging,autism structural brain changes,autism fMRI patterns,"MRI, fMRI",3,MEDIUM,psychiatry/autism_developmental_disorders/autism_spectrum/autism_brain_imaging
749,Psychiatry,Autism Developmental Disorders,Intellectual Disability,Down Syndrome Brain,Down syndrome brain MRI,trisomy 21 brain imaging,Down syndrome facial features,Down syndrome clinical photo,"MRI, clinical_photo",4,MEDIUM,psychiatry/autism_developmental_disorders/intellectual_disability/down_syndrome_brain
750,Psychiatry,Autism Developmental Disorders,Intellectual Disability,Fragile X Syndrome,Fragile X syndrome clinical photo,Fragile X facial features,Fragile X brain MRI,Fragile X syndrome features,"clinical_photo, MRI",3,MEDIUM,psychiatry/autism_developmental_disorders/intellectual_disability/fragile_x_syndrome
751,Psychiatry,Autism Developmental Disorders,Intellectual Disability,Foetal Alcohol Syndrome,foetal alcohol syndrome facial features,FAS clinical photo,foetal alcohol spectrum disorder,FASD facial phenotype,clinical_photo,4,MEDIUM,psychiatry/autism_developmental_disorders/intellectual_disability/foetal_alcohol_syndrome
752,Psychiatry,Neuropsychiatric Syndromes,Prion Diseases,Creutzfeldt Jakob Disease,Creutzfeldt-Jakob disease MRI,CJD brain imaging,prion disease MRI brain,CJD cortical ribboning,"MRI, EEG",3,MEDIUM,psychiatry/neuropsychiatric_syndromes/prion_diseases/creutzfeldt_jakob_disease
753,Psychiatry,Neuropsychiatric Syndromes,Wilson Disease,Wilson Disease Brain,Wilson disease MRI brain,Kayser-Fleischer ring photo,Wilson disease basal ganglia,hepatolenticular degeneration,"MRI, clinical_photo",4,MEDIUM,psychiatry/neuropsychiatric_syndromes/wilson_disease/wilson_disease_brain
754,Psychiatry,Trauma Related Imaging,Ptsd Brain,Ptsd Structural Changes,PTSD brain MRI,post-traumatic stress hippocampus,PTSD amygdala changes,trauma brain imaging,"MRI, fMRI",3,MEDIUM,psychiatry/trauma_related_imaging/ptsd_brain/ptsd_structural_changes
755,Psychiatry,Trauma Related Imaging,Dissociative Disorders,Dissociative Amnesia Imaging,dissociative amnesia brain imaging,psychogenic amnesia MRI,functional memory loss imaging,dissociative disorder neuroimaging,"MRI, fMRI",2,MEDIUM,psychiatry/trauma_related_imaging/dissociative_disorders/dissociative_amnesia_imaging
756,Psychiatry,Trauma Related Imaging,Conversion Disorder,Functional Neurological Disorder,conversion disorder imaging,functional neurological disorder MRI,psychogenic paralysis imaging,FND brain scan,"MRI, CT",3,MEDIUM,psychiatry/trauma_related_imaging/conversion_disorder/functional_neurological_disorder
757,Emergency Medicine,Trauma,Head Trauma,Skull Fracture,skull fracture CT,linear skull fracture,depressed skull fracture,skull fracture X-ray,"CT, X-ray",5,HIGH,emergency_medicine/trauma/head_trauma/skull_fracture
758,Emergency Medicine,Trauma,Head Trauma,Extradural Haematoma,extradural haematoma CT,epidural haematoma brain,EDH lentiform,acute extradural haemorrhage,CT,5,HIGH,emergency_medicine/trauma/head_trauma/extradural_haematoma
759,Emergency Medicine,Trauma,Head Trauma,Subdural Haematoma,subdural haematoma CT,acute SDH brain,chronic subdural haematoma,crescent subdural,"CT, MRI",5,HIGH,emergency_medicine/trauma/head_trauma/subdural_haematoma
760,Emergency Medicine,Trauma,Head Trauma,Subarachnoid Haemorrhage,subarachnoid haemorrhage CT,SAH brain imaging,aneurysmal SAH,traumatic SAH,"CT, CTA",5,HIGH,emergency_medicine/trauma/head_trauma/subarachnoid_haemorrhage
761,Emergency Medicine,Trauma,Head Trauma,Intracerebral Haemorrhage,intracerebral haemorrhage CT,ICH brain,intraparenchymal haemorrhage,traumatic brain haemorrhage,"CT, MRI",5,HIGH,emergency_medicine/trauma/head_trauma/intracerebral_haemorrhage
762,Emergency Medicine,Trauma,Head Trauma,Diffuse Axonal Injury,diffuse axonal injury MRI,DAI brain trauma,shearing injury brain,traumatic axonal injury,"MRI, CT",4,HIGH,emergency_medicine/trauma/head_trauma/diffuse_axonal_injury
763,Emergency Medicine,Trauma,Spinal Trauma,Cervical Spine Fracture,cervical spine fracture CT,C-spine fracture X-ray,neck fracture imaging,cervical vertebral fracture,"CT, X-ray",5,HIGH,emergency_medicine/trauma/spinal_trauma/cervical_spine_fracture
764,Emergency Medicine,Trauma,Spinal Trauma,Spinal Cord Injury,spinal cord injury MRI,cord contusion imaging,spinal cord haemorrhage,traumatic myelopathy,"MRI, CT",5,HIGH,emergency_medicine/trauma/spinal_trauma/spinal_cord_injury
765,Emergency Medicine,Trauma,Spinal Trauma,Thoracolumbar Fracture,thoracolumbar fracture CT,burst fracture spine,compression fracture thoracic,T-L spine fracture,"CT, X-ray",5,HIGH,emergency_medicine/trauma/spinal_trauma/thoracolumbar_fracture
766,Emergency Medicine,Trauma,Chest Trauma,Pneumothorax,pneumothorax chest X-ray,tension pneumothorax CT,traumatic pneumothorax,PTX imaging emergency,"X-ray, CT",5,HIGH,emergency_medicine/trauma/chest_trauma/pneumothorax
767,Emergency Medicine,Trauma,Chest Trauma,Haemothorax,haemothorax chest X-ray,traumatic haemothorax CT,blood pleural space,haemothorax imaging,"X-ray, CT",5,HIGH,emergency_medicine/trauma/chest_trauma/haemothorax
768,Emergency Medicine,Trauma,Chest Trauma,Rib Fractures,rib fractures chest X-ray,multiple rib fractures CT,flail chest imaging,traumatic rib fracture,"X-ray, CT",5,HIGH,emergency_medicine/trauma/chest_trauma/rib_fractures
769,Emergency Medicine,Trauma,Chest Trauma,Pulmonary Contusion,pulmonary contusion CT,lung contusion chest trauma,traumatic lung injury,pulmonary contusion X-ray,"CT, X-ray",4,HIGH,emergency_medicine/trauma/chest_trauma/pulmonary_contusion
770,Emergency Medicine,Trauma,Chest Trauma,Aortic Injury,traumatic aortic injury CT,aortic dissection trauma,aortic rupture imaging,blunt aortic injury,"CT, CTA",5,HIGH,emergency_medicine/trauma/chest_trauma/aortic_injury
771,Emergency Medicine,Trauma,Chest Trauma,Cardiac Contusion,cardiac contusion imaging,myocardial contusion CT,blunt cardiac injury,heart trauma echocardiography,"CT, echocardiography",4,HIGH,emergency_medicine/trauma/chest_trauma/cardiac_contusion
772,Emergency Medicine,Trauma,Abdominal Trauma,Splenic Injury,splenic injury CT abdomen,ruptured spleen trauma,splenic laceration imaging,spleen trauma grading,CT,5,HIGH,emergency_medicine/trauma/abdominal_trauma/splenic_injury
773,Emergency Medicine,Trauma,Abdominal Trauma,Liver Injury,liver injury CT abdomen,hepatic laceration trauma,liver trauma imaging,blunt liver injury,CT,5,HIGH,emergency_medicine/trauma/abdominal_trauma/liver_injury
774,Emergency Medicine,Trauma,Abdominal Trauma,Renal Injury,renal injury CT abdomen,kidney trauma imaging,renal laceration CT,traumatic kidney injury,CT,4,HIGH,emergency_medicine/trauma/abdominal_trauma/renal_injury
775,Emergency Medicine,Trauma,Abdominal Trauma,Bowel Injury,bowel injury CT abdomen,intestinal perforation trauma,mesenteric injury CT,traumatic bowel perforation,CT,5,HIGH,emergency_medicine/trauma/abdominal_trauma/bowel_injury
776,Emergency Medicine,Trauma,Abdominal Trauma,Pancreatic Injury,pancreatic injury CT,pancreatic trauma imaging,traumatic pancreatitis,pancreatic laceration,CT,4,HIGH,emergency_medicine/trauma/abdominal_trauma/pancreatic_injury
777,Emergency Medicine,Trauma,Abdominal Trauma,Free Fluid Abdomen,free fluid abdomen CT trauma,haemoperitoneum CT,intraperitoneal blood,FAST scan trauma,"CT, ultrasound",5,HIGH,emergency_medicine/trauma/abdominal_trauma/free_fluid_abdomen
778,Emergency Medicine,Trauma,Pelvic Trauma,Pelvic Fracture,pelvic fracture CT,pelvic ring fracture X-ray,acetabular fracture,traumatic pelvic fracture,"CT, X-ray",5,HIGH,emergency_medicine/trauma/pelvic_trauma/pelvic_fracture
779,Emergency Medicine,Trauma,Pelvic Trauma,Bladder Injury,bladder injury CT cystogram,bladder rupture imaging,traumatic bladder perforation,extraperitoneal bladder rupture,"CT, cystogram",4,HIGH,emergency_medicine/trauma/pelvic_trauma/bladder_injury
780,Emergency Medicine,Trauma,Pelvic Trauma,Urethral Injury,urethral injury urethrogram,pelvic fracture urethral tear,traumatic urethral disruption,urethral rupture imaging,"urethrogram, CT",4,HIGH,emergency_medicine/trauma/pelvic_trauma/urethral_injury
781,Emergency Medicine,Trauma,Limb Trauma,Long Bone Fracture,femur fracture X-ray,tibial fracture imaging,long bone fracture,comminuted fracture,"X-ray, CT",5,HIGH,emergency_medicine/trauma/limb_trauma/long_bone_fracture
782,Emergency Medicine,Trauma,Limb Trauma,Open Fracture,open fracture X-ray,compound fracture imaging,open tibial fracture,Gustilo classification fracture,"X-ray, clinical_photo",5,HIGH,emergency_medicine/trauma/limb_trauma/open_fracture
783,Emergency Medicine,Trauma,Limb Trauma,Compartment Syndrome,compartment syndrome clinical photo,compartment syndrome MRI,acute compartment syndrome leg,compartment pressure imaging,"clinical_photo, MRI",5,HIGH,emergency_medicine/trauma/limb_trauma/compartment_syndrome
784,Emergency Medicine,Trauma,Limb Trauma,Vascular Injury,vascular injury CT angiography,arterial injury trauma,limb ischaemia trauma,traumatic vascular disruption,"CTA, angiography",4,HIGH,emergency_medicine/trauma/limb_trauma/vascular_injury
785,Emergency Medicine,Trauma,Limb Trauma,Dislocation,shoulder dislocation X-ray,hip dislocation imaging,elbow dislocation X-ray,joint dislocation emergency,X-ray,5,HIGH,emergency_medicine/trauma/limb_trauma/dislocation
786,Emergency Medicine,Trauma,Limb Trauma,Tendon Rupture,Achilles tendon rupture ultrasound,quadriceps tendon rupture MRI,tendon rupture imaging,complete tendon tear,"ultrasound, MRI",4,HIGH,emergency_medicine/trauma/limb_trauma/tendon_rupture
787,Emergency Medicine,Trauma,Facial Trauma,Orbital Fracture,orbital floor fracture CT,blow-out fracture orbit,orbital fracture imaging,facial fracture CT,CT,5,HIGH,emergency_medicine/trauma/facial_trauma/orbital_fracture
788,Emergency Medicine,Trauma,Facial Trauma,Maxillofacial Fracture,maxillofacial fracture CT,Le Fort fracture imaging,zygomatic fracture CT,mandible fracture X-ray,"CT, X-ray",4,HIGH,emergency_medicine/trauma/facial_trauma/maxillofacial_fracture
789,Emergency Medicine,Acute Abdomen,Perforation,Pneumoperitoneum,pneumoperitoneum X-ray,free air under diaphragm,perforated viscus CT,pneumoperitoneum CT abdomen,"X-ray, CT",5,HIGH,emergency_medicine/acute_abdomen/perforation/pneumoperitoneum
790,Emergency Medicine,Acute Abdomen,Bowel Obstruction,Small Bowel Obstruction,small bowel obstruction X-ray,SBO CT abdomen,dilated small bowel loops,intestinal obstruction imaging,"X-ray, CT",5,HIGH,emergency_medicine/acute_abdomen/bowel_obstruction/small_bowel_obstruction
791,Emergency Medicine,Acute Abdomen,Bowel Obstruction,Large Bowel Obstruction,large bowel obstruction X-ray,LBO CT abdomen,colonic obstruction imaging,sigmoid volvulus X-ray,"X-ray, CT",5,HIGH,emergency_medicine/acute_abdomen/bowel_obstruction/large_bowel_obstruction
792,Emergency Medicine,Acute Abdomen,Bowel Obstruction,Volvulus,sigmoid volvulus X-ray,caecal volvulus CT,coffee bean sign volvulus,twisted bowel imaging,"X-ray, CT",5,HIGH,emergency_medicine/acute_abdomen/bowel_obstruction/volvulus
793,Emergency Medicine,Acute Abdomen,Ischaemia,Mesenteric Ischaemia,mesenteric ischaemia CT,bowel ischaemia imaging,acute mesenteric ischaemia,intestinal infarction CT,"CT, CTA",5,HIGH,emergency_medicine/acute_abdomen/ischaemia/mesenteric_ischaemia
794,Emergency Medicine,Cardiovascular Emergencies,Acute Coronary Syndrome,Stemi,STEMI ECG,ST elevation myocardial infarction,acute MI ECG,anterior STEMI,"ECG, X-ray",5,HIGH,emergency_medicine/cardiovascular_emergencies/acute_coronary_syndrome/stemi
795,Emergency Medicine,Cardiovascular Emergencies,Acute Coronary Syndrome,Nstemi,NSTEMI ECG,non-ST elevation MI,NSTEMI troponin imaging,acute coronary syndrome ECG,ECG,5,HIGH,emergency_medicine/cardiovascular_emergencies/acute_coronary_syndrome/nstemi
796,Emergency Medicine,Cardiovascular Emergencies,Arrhythmias,Ventricular Fibrillation,ventricular fibrillation ECG,VF cardiac arrest,V-fib ECG,cardiac arrest rhythm,ECG,5,HIGH,emergency_medicine/cardiovascular_emergencies/arrhythmias/ventricular_fibrillation
797,Emergency Medicine,Cardiovascular Emergencies,Arrhythmias,Ventricular Tachycardia,ventricular tachycardia ECG,VT ECG emergency,broad complex tachycardia,pulseless VT,ECG,5,HIGH,emergency_medicine/cardiovascular_emergencies/arrhythmias/ventricular_tachycardia
798,Emergency Medicine,Cardiovascular Emergencies,Arrhythmias,Svt,SVT ECG emergency,supraventricular tachycardia,narrow complex tachycardia,AVNRT ECG,ECG,5,HIGH,emergency_medicine/cardiovascular_emergencies/arrhythmias/svt
799,Emergency Medicine,Cardiovascular Emergencies,Arrhythmias,Atrial Fibrillation Fast,atrial fibrillation rapid ventricular response,AF with RVR ECG,fast AF emergency,AF ECG irregular,ECG,5,HIGH,emergency_medicine/cardiovascular_emergencies/arrhythmias/atrial_fibrillation_fast
800,Emergency Medicine,Cardiovascular Emergencies,Arrhythmias,Complete Heart Block,complete heart block ECG,third degree AV block,CHB ECG emergency,complete AV dissociation,ECG,5,HIGH,emergency_medicine/cardiovascular_emergencies/arrhythmias/complete_heart_block
801,Emergency Medicine,Cardiovascular Emergencies,Aortic Emergencies,Aortic Dissection,aortic dissection CT,type A dissection imaging,Stanford dissection CTA,acute aortic dissection,"CT, CTA",5,HIGH,emergency_medicine/cardiovascular_emergencies/aortic_emergencies/aortic_dissection
802,Emergency Medicine,Cardiovascular Emergencies,Aortic Emergencies,Ruptured Aaa,ruptured AAA CT,abdominal aortic aneurysm rupture,leaking AAA imaging,ruptured aneurysm abdomen,"CT, ultrasound",5,HIGH,emergency_medicine/cardiovascular_emergencies/aortic_emergencies/ruptured_aaa
803,Emergency Medicine,Cardiovascular Emergencies,Pulmonary Embolism,Massive Pe,massive pulmonary embolism CT,saddle PE imaging,acute PE CTPA,bilateral PE,"CT, CTPA",5,HIGH,emergency_medicine/cardiovascular_emergencies/pulmonary_embolism/massive_pe
804,Emergency Medicine,Respiratory Emergencies,Respiratory Failure,Ards,ARDS chest X-ray,acute respiratory distress syndrome,bilateral infiltrates ARDS,ARDS CT chest,"X-ray, CT",5,HIGH,emergency_medicine/respiratory_emergencies/respiratory_failure/ards
805,Emergency Medicine,Respiratory Emergencies,Respiratory Failure,Severe Asthma,severe asthma chest X-ray,status asthmaticus imaging,hyperinflation asthma X-ray,life-threatening asthma,X-ray,5,HIGH,emergency_medicine/respiratory_emergencies/respiratory_failure/severe_asthma
806,Emergency Medicine,Respiratory Emergencies,Respiratory Failure,Acute Copd Exacerbation,acute COPD exacerbation X-ray,COPD exacerbation chest imaging,AECOPD chest X-ray,severe COPD emergency,X-ray,5,HIGH,emergency_medicine/respiratory_emergencies/respiratory_failure/acute_copd_exacerbation
807,Emergency Medicine,Respiratory Emergencies,Airway Emergencies,Anaphylaxis,anaphylaxis angioedema photo,facial swelling anaphylaxis,anaphylaxis clinical photo,urticaria anaphylaxis,clinical_photo,5,HIGH,emergency_medicine/respiratory_emergencies/airway_emergencies/anaphylaxis
